,text
10073,RT @WhiteHouse: President @realDonaldTrump and Prime Minister @AbeShinzo met for bilateral meetings and a working lunch at Akasaka Palace.…
10074,RT @usembassytokyo: トランプ大統領とメラニア夫人は、天皇、皇后両陛下との会見に臨みました。@POTUS &amp; @FLOTUS were received by Their Majesties the Emperor and Empress of Japan.…
10075,Great evening last night thank you! https://t.co/wPjj3yaaru
10076,RT @usembassytokyo: トランプ大統領は安倍首相と共に皇居での歓迎式典に出席しました。@POTUS &amp; @AbeShinzo at the Imperial Palace for the Welcome Ceremony. #POTUSinJapan 🇺🇸🇯🇵…
10077,Congratulations to the Great (and my friend) Roger Penske on winning his 18th (UNBELIEVABLE!) Indianapolis 500. I am in Japan very early in the morning but I got to watch Simon drive one of the greatest races in the history of the sport. I will see them both &amp; TEAM at the WH!
10078,The Great Patriots of Rolling Thunder WILL be coming back to Washington D.C. next year &amp; hopefully for many years to come. It is where they want to be &amp; where they should be. Have a wonderful time today. Thank you to our great men &amp; women of the Pentagon for working it out!
10079,“Why doesn’t the press apologize to President Trump for the Russian Collusion Delusion?” @marklevinshow  @JudgeJeanine  How about the Dems also?
10080,Thank you @JPN_PMO @AbeShinzo! #POTUSinJapan🇺🇸🇯🇵 https://t.co/fWToB1XotG
10081,Tonight in Tokyo Japan at the Ryōgoku Kokugikan Stadium it was my great honor to present the first-ever U.S. President’s Cup to Sumo Grand Champion Asanoyama. Congratulations! A great time had by all thank you @AbeShinzo!! https://t.co/nwwxJl6KXH
10082,Great progress being made in our Trade Negotiations with Japan. Agriculture and beef heavily in play. Much will wait until after their July elections where I anticipate big numbers!
10083,Great fun and meeting with Prime Minister @AbeShinzo. Numerous Japanese officials told me that the Democrats would rather see the United States fail than see me or the Republican Party succeed - Death Wish!
10084,RT @AbeShinzo: 令和初の国賓としてお迎えしたトランプ大統領と千葉でゴルフです。新しい令和の時代も日米同盟をさらに揺るぎないものとしていきたいと考えています。 https://t.co/8ol8790xWY
10085,Great morning of golf with Prime Minister @AbeShinzo at Mobara Country Club in Chiba Japan! https://t.co/EZeJ8znS51
10086,RT @USAmbJapan: Welcome back to Japan Mr. President! @POTUS #POTUSinJapan #Alliance トランプ大統領、日本へようこそ！🇺🇸🇯🇵 https://t.co/kenxM9A7YF
10087,North Korea fired off some small weapons which disturbed some of my people and others but not me. I have confidence that Chairman Kim will keep his promise to me &amp; also smiled when he called Swampman Joe Biden a low IQ individual &amp; worse. Perhaps that’s sending me a signal?
10088,Going to play golf right now with @AbeShinzo. Japan loves the game. Tremendous fans of @JackNicklaus @TigerWoods and @PhilMickelson — I said what about @GaryPlayer they said we love Gary too!
10089,RT @AbeShinzo: President Trump and the First Lady are staying in Japan as the first State Guests of the new era “Reiwa”! TOKYO SKYTREE welc…
10090,RT @USAmbJapan: .@POTUS kicks off historic state visit by discussing ways to deepen economic ties with business leaders. #POTUSinJapan #All…
10091,North Korea fired off some small weapons which disturbed some of my people and others but not me. I have confidence that Chairman Kim will keep his promise to me &amp; also smiled when he called Swampman Joe  Bidan a low IQ individual &amp; worse. Perhaps that’s sending me a signal?
10092,RT @GOPChairwoman: The @realDonaldTrump administration's fight for better trade deals doesn't end with China. The president is working ha…
10093,In addition to great incompetence and corruption The Smollett case in Chicago is also about a Hate Crime. Remember “MAGA COUNTRY DID IT!” That turned out to be a total lie had nothing to do with “MAGA COUNTRY.” Serious stuff and not even an apology to millions of people!
10094,RT @TeamTrump: Dems plan a government TAKEOVER of healthcare.That means ELIMINATING private plans (like Blue Cross/Blue Shield)! @reald…
10095,RT @JesseBWatters: TOMORROW: Senator @LindseyGrahamSC splashes into @WattersWorld to discuss his relationship with President @realDonaldTru…
10096,RT @GOPChairwoman: Democrats and the mainstream media loved to talk about transparency until they learned @realDonaldTrump was declassifyin…
10097,RT @jonvoight: To my fellow Americans. Part 2. https://t.co/uhqpbzwHhS
10098,Thank you John so nice! https://t.co/cfcXpzjYn7
10099,Another activist Obama appointed judge has just ruled against us on a section of the Southern Wall that is already under construction. This is a ruling against Border Security and in favor of crime drugs and human trafficking. We are asking for an expedited appeal!
10100,RT @WhiteHouse: After arriving in Tokyo President @realDonaldTrump spoke with Japanese business leaders at the U. S. Ambassador to Japan’s…
10101,Getting ready to land in Japan with First Lady Melania. We look forward to seeing everyone soon!🇺🇸🇯🇵
10102,Can’t believe that Rolling Thunder would be given a hard time with permits in Washington D.C. They are great Patriots who I have gotten to know and see in action. They love our Country and love our Flag. If I can help I will!
10103,Democrat Senator Mark Warner is acting and talking like he is in total control of the Senate Intelligence Committee. Their is nothing bipartisan about him. He should not be allowed to take “command” of that Committee. Too important! Remember when he spoke to the Russian jokester?
10104,"RT @Jim_Jordan: ""Rep. Jordan: When your focus is attacking Trump you can't do what's best for America""https://t.co/prJJfetQel"
10105,The real trade war began 30 years ago and we lost. This is a bright new Age the Age of Enlightenment. We don’t lose anymore! https://t.co/5ECmBpsI6D
10106,RT @Jim_Jordan: We could work together on the big problems facing America.We could solve the border crisis lower the cost of prescriptio…
10107,RT @Jim_Jordan: Democrats are engaged in presidential obstruction. They're so desperate to stop the President that they won't help the coun…
10108,In Alaska with our GREAT TROOPS departing shortly for Japan! https://t.co/9a72TMftpN
10109,.....The Dems want a second shot at Bob Mueller are very unhappy with the No Collusion Report. They should not be allowed to play this game any longer - no second chances - must get back to work. So bad for our Country!
10110,....(with many more to come) and 2 Supreme Court Justices - we are getting into record territory! Thank you all and have a great Memorial Day Weekend.
10111,Mitch McConnell and our Republican Senators have been very solid and strong. We have accomplished a great deal together in particular with our Courts 107 Federal Judges....
10112,https://t.co/8GRaqVxR8S
10113,Departed the @WhiteHouse and am now on Air Force One with the First Lady heading to Japan and looking forward to honoring on behalf of the United States His Majesty the Emperor of Japan. I will also be discussing Trade and Military with my friend Prime Minister @AbeShinzo. https://t.co/uwEjQNbEXE
10114,I am on Air Force one with the First Lady heading to Japan and looking forward to honoring on behalf of the United States His Majesty the Emperor of Japan. I will also be discussing Trade and Military with my friend Prime Minister @AbeShinzo.
10115,Just spoke to Prime Minister @NarendraModi where I congratulated him on his big political victory. He is a great man and leader for the people of India - they are lucky to have him!
